,itching,skin_rash,nodal_skin_eruptions,continuous_sneezing,shivering,chills,joint_pain,stomach_pain,acidity,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,weight_gain,anxiety,cold_hands_and_feets,mood_swings,weight_loss,restlessness,lethargy,patches_in_throat,irregular_sugar_level,cough,high_fever,sunken_eyes,breathlessness,sweating,dehydration,indigestion,headache,yellowish_skin,dark_urine,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,constipation,abdominal_pain,diarrhoea,mild_fever,yellow_urine,yellowing_of_eyes,acute_liver_failure,fluid_overload,swelling_of_stomach,swelled_lymph_nodes,malaise,blurred_and_distorted_vision,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,weakness_in_limbs,fast_heart_rate,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,neck_pain,dizziness,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,excessive_hunger,extra_marital_contacts,drying_and_tingling_lips,slurred_speech,knee_pain,hip_joint_pain,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,spinning_movements,loss_of_balance,unsteadiness,weakness_of_one_body_side,loss_of_smell,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,passage_of_gases,internal_itching,toxic_look_(typhos),depression,irritability,muscle_pain,altered_sensorium,red_spots_over_body,belly_pain,abnormal_menstruation,dischromic _patches,watering_from_eyes,increased_appetite,polyuria,family_history,mucoid_sputum,rusty_sputum,lack_of_concentration,visual_disturbances,receiving_blood_transfusion,receiving_unsterile_injections,coma,stomach_bleeding,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,blood_in_sputum,prominent_veins_on_calf,palpitations,painful_walking,pus_filled_pimples,blackheads,scurring,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,blister,red_sore_around_nose,yellow_crust_ooze
cough,-0.1438550562890543,-0.15689953386013286,-0.05390694060029263,0.2537301727651711,-0.05390694060029263,0.40242980159016706,-0.14459247498490307,0.25373017276517035,0.2352885186553114,0.3902199813666789,-0.053906940600292635,-0.012313868940436512,-0.07710611744830118,-0.053906940600292635,0.25936236880504704,-0.055418677656831526,-0.05541867765683151,-0.055418677656831526,-0.07932024340518952,0.12260309517956808,-0.07932024340518953,-0.1150047941127492,-0.053906940600292635,-0.05541867765683174,1.0,0.3848061027989126,-0.05390694060029264,0.5896301380393656,0.25593794518460233,-0.05390694060029264,-0.0782196012123109,-0.033320472969052224,-0.17164421831702048,-0.13025320424726994,-0.19828368312992734,-0.02720711435339815,-0.05689388895612095,-0.07932024340518945,-0.07932024340518955,-0.1853840377107861,-0.1294765840220492,0.1812689943386523,-0.05541867765683164,0.03509194377715171,-0.05541867765683162,,-0.055418677656831616,0.45317534964577816,0.4551735522356802,-0.09834918725320319,0.7293755608360658,0.4145990844143039,0.4145990844143039,0.4145990844143039,0.4145990844143039,0.4145990844143039,0.6777485897332366,-0.05390694060029264,0.2613169244557939,-0.05541867765683155,-0.05541867765683155,-0.05541867765683155,-0.05541867765683155,-0.07932024340518955,-0.09741883925839685,-0.05541867765683153,-0.05541867765683153,-0.07932024340518955,-0.05541867765683153,-0.053906940600292656,-0.055418677656831526,-0.05689388895612084,-0.05689388895612084,-0.05689388895612084,-0.11583680548213042,-0.053906940600292635,-0.05541867765683151,-0.05689388895612082,-0.05541867765683151,-0.05541867765683151,-0.08040858192503676,-0.07932024340518955,-0.07932024340518953,-0.0554186776568315,-0.05390694060029267,-0.09834918725320313,-0.0554186776568315,-0.05390694060029265,0.4145990844143039,-0.055418677656831485,-0.05235549915600519,-0.055418677656831485,-0.05541867765683176,-0.05541867765683176,-0.05541867765683165,-0.08040858192503664,-0.1174897712132019,0.1290077557867798,-0.055418677656831686,-0.0804085819250364,-0.05541867765683166,-0.08148512024685005,-0.05390694060029263,-0.05390694060029263,-0.05689388895612105,-0.05689388895612105,0.23023300213467748,0.3771324794183321,0.41459908441430393,-0.05541867765683171,-0.0554186776568317,-0.056893888956120915,-0.056893888956120915,-0.056893888956120894,-0.056893888956120894,-0.055418677656831616,-0.055418677656831616,-0.055418677656831616,0.4145990844143039,-0.05541867765683153,-0.05689388895612082,-0.07932024340518953,-0.05390694060029267,-0.05390694060029267,-0.05390694060029267,-0.05541867765683148,-0.05541867765683148,-0.05541867765683148,-0.05541867765683148,-0.05541867765683147,-0.05541867765683147,-0.05541867765683147
high_fever,0.037308649249683364,0.11705909527296068,-0.09269037737429281,0.1018599309030242,-0.09269037737429281,0.5410930121861757,0.03499007633799938,-0.13449482151461567,-0.13449482151461584,-0.09269037737429281,0.22353670549346324,0.11567794906269144,-0.1325802400314819,-0.09269037737429282,0.4122360894847589,-0.09528973613406197,-0.09528973613406194,-0.09528973613406197,-0.13638732253724675,0.14061777704680942,-0.13638732253724736,-0.028563702347625876,0.22353670549346324,-0.09528973613406269,0.3848061027989126,1.0,-0.09269037737429288,0.31426581559886035,0.17963888003937753,-0.09269037737429288,-0.13449482151461584,0.2567980078629054,-0.04263121724205275,0.08261693950769602,0.13621998363109072,0.1406275278784765,0.23788595780875485,0.10995101332296471,0.10995101332296484,0.05613631058520453,0.08536639914051221,0.21798881973447096,-0.0952897361340623,0.0025736809468006067,0.2308119344754293,,-0.09528973613406219,0.41402023089423406,0.4645465225089581,-0.16910667122711534,0.4183939540628186,0.23788595780875557,0.23788595780875557,0.23788595780875557,0.23788595780875557,0.23788595780875557,0.19464571441389308,-0.09269037737429293,0.10505659771406343,-0.09528973613406205,-0.09528973613406205,-0.09528973613406205,-0.09528973613406205,-0.13638732253724742,-0.16750698284253757,-0.09528973613406201,-0.09528973613406201,-0.1363873225372473,-0.09528973613406201,-0.09269037737429314,-0.09528973613406197,-0.0978262906206292,-0.0978262906206292,-0.0978262906206292,-0.19917578505486205,0.22353670549346324,-0.09528973613406194,-0.09782629062062921,-0.09528973613406191,-0.09528973613406191,-0.13825866798908865,-0.13638732253724745,-0.13638732253724672,-0.09528973613406189,-0.09269037737429314,-0.16910667122711528,-0.09528973613406186,-0.09269037737429292,0.23788595780875557,-0.09528973613406182,-0.0900227488399278,-0.09528973613406182,-0.09528973613406275,-0.09528973613406275,0.2489286939537328,-0.13825866798908873,-0.20201797969059718,0.31527782287406086,-0.09528973613406251,0.33556579680125326,0.24892869395373285,-0.14010972357107226,-0.09269037737429281,-0.09269037737429281,-0.0978262906206292,-0.0978262906206292,0.09698583775137559,0.2308119344754307,0.23788595780875568,-0.09528973613406261,-0.09528973613406257,-0.09782629062062917,-0.09782629062062917,0.23788595780875532,0.23788595780875532,-0.09528973613406219,-0.09528973613406219,-0.09528973613406219,0.2378859578087555,-0.09528973613406201,-0.09782629062062921,-0.13638732253724672,-0.09269037737429314,-0.09269037737429314,-0.09269037737429314,-0.09528973613406178,-0.09528973613406178,-0.09528973613406178,-0.09528973613406178,0.1945784155188241,0.1945784155188241,0.1945784155188241
sunken_eyes,-0.05989334699396514,-0.06532435124000777,-0.022443890274311505,-0.03256634725250945,-0.022443890274311505,-0.06591686138590269,-0.0602003676505209,-0.03256634725250941,-0.03256634725250943,-0.02244389027431151,-0.022443890274311516,0.15360346396620067,-0.03210275374964366,-0.022443890274311512,-0.12046540162474988,-0.02307329458186379,-0.02307329458186377,-0.02307329458186379,-0.033024594230235196,-0.047881681864037545,-0.033024594230235474,-0.047881681864037545,-0.022443890274311516,-0.02307329458186408,-0.05390694060029264,-0.09269037737429288,1.0,-0.04753369374494655,-0.0598933469939654,0.8863951233028291,-0.032566347252509426,-0.08199083151794133,-0.07146322828245928,-0.0542302826212912,-0.08255443877536996,-0.0828361414233205,-0.023687491569557954,-0.0330245942302354,-0.03302459423023537,-0.07718373468531053,0.3902199813666777,-0.04171408731351989,-0.0230732945818639,-0.06680215483649567,-0.023073294581863874,,-0.023073294581863867,-0.04133191994307914,-0.06111732487477806,-0.04094720165341064,-0.04171408731351985,-0.023687491569557944,-0.023687491569557944,-0.023687491569557944,-0.023687491569557944,-0.023687491569557944,-0.060812342588554676,-0.02244389027431153,-0.03347771863404093,-0.02307329458186382,-0.02307329458186382,-0.02307329458186382,-0.02307329458186382,-0.03302459423023544,-0.04055985582966809,-0.0230732945818638,-0.0230732945818638,-0.03302459423023549,-0.0230732945818638,-0.022443890274311575,-0.02307329458186379,-0.02368749156955794,-0.02368749156955794,-0.02368749156955794,-0.0482280857161741,-0.022443890274311516,-0.02307329458186377,-0.023687491569557937,-0.023073294581863756,-0.023073294581863756,-0.03347771863404098,-0.03302459423023543,-0.03302459423023516,-0.023073294581863742,-0.022443890274311585,-0.04094720165341066,-0.023073294581863735,-0.022443890274311533,-0.023687491569557944,-0.023073294581863715,-0.021797955239697006,-0.023073294581863715,-0.0230732945818641,-0.0230732945818641,-0.023073294581863926,-0.033477718634040955,-0.048916289889562065,-0.048916289889562016,-0.023073294581863996,-0.033477718634040754,-0.023073294581863926,-0.03392593008328772,-0.022443890274311505,-0.022443890274311505,-0.02368749156955796,-0.02368749156955796,-0.03302459423023543,-0.023073294581864058,-0.02368749156955794,-0.023073294581864048,-0.023073294581864034,-0.023687491569557947,-0.023687491569557947,-0.023687491569557944,-0.023687491569557944,-0.023073294581863867,-0.023073294581863867,-0.023073294581863867,-0.023687491569557944,-0.0230732945818638,-0.023687491569557937,-0.03302459423023516,-0.02244389027431158,-0.02244389027431158,-0.02244389027431158,-0.023073294581863704,-0.0230732945818637,-0.0230732945818637,-0.0230732945818637,-0.02307329458186369,-0.02307329458186369,-0.02307329458186369
breathlessness,-0.12684752859576967,-0.13834979889752919,-0.047533693744946516,-0.06897194549485508,-0.047533693744946516,0.27354118103222586,-0.12749776461472612,-0.06897194549485465,-0.06897194549485477,-0.04753369374494652,-0.04753369374494655,0.04185270336109369,-0.06799010538968593,-0.04753369374494655,0.2040003433971775,-0.04886670291720457,-0.0488667029172046,-0.04886670291720457,-0.0699424622471823,0.16118557234763117,-0.06994246224718198,-0.10140814154321776,-0.04753369374494655,-0.04886670291720439,0.5896301380393656,0.31426581559886035,-0.04753369374494655,1.0,0.5113564382860822,-0.04753369374494655,-0.06897194549485476,-0.17364757302024617,-0.1513512660098527,-0.11485378044166149,-0.17484123126933307,0.01437615686824259,-0.050167504656804175,-0.06994246224718179,-0.06994246224718208,-0.16346667007287521,-0.11416897756598066,0.2227114124968791,-0.04886670291720446,0.07462356667557046,-0.0488667029172045,,-0.04886670291720449,0.22598494401268338,0.3181047111107623,-0.08672167433172234,0.5173972438240192,-0.05016750465680398,-0.05016750465680398,-0.05016750465680398,-0.05016750465680398,-0.05016750465680398,0.5388616683702161,-0.047533693744946585,0.30675776223146,-0.048866702917204505,-0.048866702917204505,-0.048866702917204505,-0.048866702917204505,-0.06994246224718206,-0.08590131843377759,-0.04886670291720454,-0.04886670291720454,-0.06994246224718192,-0.04886670291720454,-0.04753369374494664,-0.04886670291720457,-0.050167504656803905,-0.050167504656803905,-0.050167504656803905,-0.10214178684348496,-0.04753369374494655,-0.0488667029172046,-0.05016750465680388,-0.04886670291720461,-0.04886670291720461,-0.07090212995076588,-0.06994246224718206,-0.06994246224718237,-0.048866702917204616,-0.04753369374494666,-0.08672167433172236,-0.04886670291720462,-0.0475336937449466,-0.05016750465680398,-0.04886670291720464,-0.04616567430895399,-0.04886670291720464,-0.048866702917204366,-0.048866702917204366,-0.04886670291720445,-0.07090212995076543,-0.10359932767140248,-0.10359932767140241,-0.04886670291720442,-0.07090212995076538,-0.04886670291720445,-0.07185139255635797,-0.047533693744946516,-0.047533693744946516,-0.050167504656804335,-0.050167504656804335,0.2922858685487323,0.457289462035721,0.47090564371186455,-0.048866702917204394,-0.0488667029172044,-0.050167504656804134,-0.050167504656804134,-0.05016750465680405,-0.05016750465680405,-0.04886670291720449,-0.04886670291720449,-0.04886670291720449,0.47090564371186455,-0.04886670291720454,-0.05016750465680388,-0.06994246224718237,-0.047533693744946655,-0.047533693744946655,-0.047533693744946655,-0.04886670291720465,-0.04886670291720465,-0.04886670291720465,-0.04886670291720465,-0.04886670291720466,-0.04886670291720466,-0.04886670291720466
sweating,-0.1598302687411563,-0.1743233453805998,-0.05989334699396539,-0.08690594689607622,-0.0598933469939654,0.3423636124483616,-0.16064957833909702,-0.08690594689607663,-0.08690594689607647,-0.0598933469939654,-0.05989334699396541,0.1889712635424323,-0.08566880992061919,-0.059893346993965396,0.2001489703740433,-0.061572963590324,0.3617232369654284,-0.061572963590324,0.21480116225141307,0.31143579973289554,0.21480116225141302,-0.12777616320017252,-0.05989334699396541,-0.06157296359032386,0.25593794518460233,0.17963888003937753,-0.0598933469939654,0.5113564382860822,1.0,-0.0598933469939654,-0.08690594689607646,0.08362868851919845,-0.19070543816233448,-0.14471792077577286,0.0810150016755565,-0.06231435611491223,-0.06321199821654688,-0.08812881623423637,-0.08812881623423668,-0.2059710748581176,0.2448325840325562,0.14881840435391538,-0.06157296359032395,0.002459174955310074,-0.06157296359032397,,-0.06157296359032397,0.15189900116148847,0.21118295860392236,0.14113102601545408,0.39526288413213817,-0.06321199821654684,-0.06321199821654684,-0.06321199821654684,-0.06321199821654684,-0.06321199821654684,0.3960747331686958,-0.05989334699396541,0.5257097249158896,-0.06157296359032399,-0.06157296359032399,-0.06157296359032399,-0.06157296359032399,-0.08812881623423685,-0.1082372748013353,-0.061572963590324,-0.061572963590324,-0.08812881623423678,-0.061572963590324,-0.059893346993965466,-0.061572963590324,-0.06321199821654681,-0.06321199821654681,-0.06321199821654681,0.32007259343920197,-0.05989334699396541,0.3617232369654284,0.37255921072759857,-0.061572963590324,-0.061572963590324,0.22649731062682674,-0.08812881623423686,-0.0881288162342368,-0.061572963590324006,-0.05989334699396547,-0.10927093864234219,-0.06157296359032402,-0.05989334699396541,-0.06321199821654684,-0.061572963590324034,-0.05816961680767391,-0.061572963590324034,-0.061572963590323854,-0.061572963590323854,-0.06157296359032394,-0.0893380155672154,0.32510712662958396,0.09728501387426586,-0.06157296359032391,-0.08933801556721528,-0.061572963590323944,0.22152814012181282,-0.05989334699396539,-0.0598933469939654,-0.06321199821654695,-0.06321199821654695,-0.08812881623423652,-0.06157296359032388,0.3725592107275986,-0.061572963590323895,-0.06157296359032389,-0.06321199821654688,-0.06321199821654688,-0.06321199821654686,-0.06321199821654686,-0.06157296359032397,-0.06157296359032397,-0.06157296359032397,0.3725592107275986,-0.061572963590324,0.37255921072759857,-0.0881288162342368,-0.05989334699396548,-0.05989334699396548,-0.05989334699396548,-0.06157296359032404,-0.06157296359032404,-0.06157296359032404,-0.06157296359032404,-0.06157296359032405,-0.06157296359032405,-0.06157296359032405
dehydration,-0.05989334699396514,-0.06532435124000777,-0.022443890274311505,-0.03256634725250945,-0.022443890274311505,-0.06591686138590269,-0.0602003676505209,-0.03256634725250941,-0.03256634725250943,-0.02244389027431151,-0.022443890274311516,0.15360346396620067,-0.03210275374964366,-0.022443890274311512,-0.12046540162474988,-0.02307329458186379,-0.02307329458186377,-0.02307329458186379,-0.033024594230235196,-0.047881681864037545,-0.033024594230235474,-0.047881681864037545,-0.022443890274311516,-0.02307329458186408,-0.05390694060029264,-0.09269037737429288,0.8863951233028291,-0.04753369374494655,-0.0598933469939654,1.0,-0.032566347252509426,-0.08199083151794133,-0.07146322828245928,-0.0542302826212912,-0.08255443877536996,-0.0828361414233205,-0.023687491569557954,-0.0330245942302354,-0.03302459423023537,-0.07718373468531053,0.3902199813666777,-0.04171408731351989,-0.0230732945818639,-0.06680215483649567,-0.023073294581863874,,-0.023073294581863867,-0.041331919943079144,-0.06111732487477806,-0.04094720165341064,-0.04171408731351985,-0.023687491569557944,-0.023687491569557944,-0.023687491569557944,-0.023687491569557944,-0.023687491569557944,-0.060812342588554676,-0.02244389027431153,-0.03347771863404093,-0.023073294581863826,-0.023073294581863826,-0.023073294581863826,-0.023073294581863826,-0.03302459423023544,-0.04055985582966809,-0.0230732945818638,-0.0230732945818638,-0.03302459423023549,-0.0230732945818638,-0.022443890274311575,-0.02307329458186379,-0.02368749156955794,-0.02368749156955794,-0.02368749156955794,-0.0482280857161741,-0.022443890274311516,-0.02307329458186377,-0.023687491569557937,-0.023073294581863756,-0.023073294581863756,-0.03347771863404098,-0.03302459423023544,-0.03302459423023517,-0.02307329458186375,-0.022443890274311585,-0.04094720165341066,-0.023073294581863735,-0.022443890274311533,-0.023687491569557944,-0.023073294581863715,-0.021797955239697006,-0.023073294581863715,-0.0230732945818641,-0.0230732945818641,-0.023073294581863926,-0.03347771863404096,-0.04891628988956207,-0.048916289889562016,-0.023073294581863996,-0.033477718634040754,-0.023073294581863926,-0.03392593008328772,-0.022443890274311505,-0.022443890274311505,-0.02368749156955796,-0.02368749156955796,-0.03302459423023543,-0.023073294581864058,-0.02368749156955794,-0.023073294581864048,-0.023073294581864034,-0.023687491569557947,-0.023687491569557947,-0.023687491569557944,-0.023687491569557944,-0.023073294581863867,-0.023073294581863867,-0.023073294581863867,-0.023687491569557944,-0.0230732945818638,-0.023687491569557937,-0.03302459423023517,-0.02244389027431158,-0.02244389027431158,-0.02244389027431158,-0.023073294581863704,-0.023073294581863704,-0.023073294581863704,-0.023073294581863704,-0.023073294581863694,-0.023073294581863694,-0.023073294581863694
indigestion,-0.0869059468960763,-0.09478639756858831,-0.03256634725250945,-0.04725415070242774,-0.032566347252509446,-0.09564613671926255,-0.08735143745910512,-0.04725415070242772,0.46222084153119863,-0.03256634725250944,-0.032566347252509426,0.031405707001794105,-0.046581471108388825,-0.03256634725250943,-0.1747967065101188,-0.03347962026317526,-0.033479620263175254,-0.03347962026317526,-0.04791907242595469,-0.0694768803251097,-0.047919072425954806,-0.0694768803251097,-0.032566347252509426,-0.03347962026317544,-0.0782196012123109,-0.13449482151461584,-0.032566347252509426,-0.06897194549485476,-0.08690594689607646,-0.032566347252509426,1.0,0.13213746791557104,-0.10369397994675461,-0.07868877426602075,-0.11978745607536999,0.10178778136680593,-0.034370827274892414,-0.0479190724259547,-0.04791907242595474,0.13332343563508525,-0.07821960121231085,-0.060527628506926195,-0.033479620263175344,-0.09693070786890365,-0.03347962026317531,,-0.03347962026317531,-0.059973099183245275,-0.08868195311464136,0.35640469450430257,-0.06052762850692622,-0.034370827274892414,-0.034370827274892414,-0.034370827274892414,-0.034370827274892414,-0.034370827274892414,-0.08823942025078067,-0.032566347252509405,-0.04857656123483776,-0.03347962026317528,-0.03347962026317528,-0.03347962026317528,-0.03347962026317528,-0.04791907242595479,-0.05885282512597457,-0.033479620263175275,-0.033479620263175275,-0.0479190724259548,-0.033479620263175275,-0.032566347252509384,-0.03347962026317526,-0.03437082727489239,-0.03437082727489239,-0.03437082727489239,0.292567925387646,-0.032566347252509426,-0.033479620263175254,-0.03437082727489238,-0.03347962026317525,-0.03347962026317525,-0.048576561234837744,0.45512894251505304,-0.04791907242595469,-0.03347962026317524,-0.03256634725250936,-0.05941486844594721,-0.03347962026317523,-0.032566347252509405,-0.034370827274892414,-0.03347962026317522,-0.03162908796355543,-0.03347962026317522,0.6303979138316635,0.6303979138316635,-0.03347962026317536,0.44829803601128415,0.28743341509284503,-0.07097810866911898,-0.0334796202631754,-0.04857656123483785,-0.03347962026317536,-0.04922692128918041,-0.03256634725250945,-0.032566347252509446,-0.03437082727489244,-0.03437082727489244,-0.04791907242595473,-0.033479620263175434,-0.03437082727489241,-0.03347962026317542,0.6694495334843125,-0.034370827274892414,-0.034370827274892414,-0.03437082727489241,-0.03437082727489241,-0.03347962026317531,-0.03347962026317531,-0.03347962026317531,-0.034370827274892414,-0.033479620263175275,-0.03437082727489238,-0.04791907242595469,-0.03256634725250935,-0.03256634725250935,-0.03256634725250935,-0.03347962026317522,-0.03347962026317522,-0.03347962026317522,-0.03347962026317522,-0.03347962026317521,-0.03347962026317521,-0.03347962026317521
headache,-0.06758525764561792,0.05379243230848946,-0.0819908315179412,0.1321374679155709,-0.08199083151794123,0.34048996031701306,-0.06089517615569824,-0.11896965535388522,0.132137467915571,-0.08199083151794125,-0.0819908315179413,0.19882305426935665,-0.11727608011707522,-0.08199083151794127,0.1054457074644958,-0.08429013800652974,0.26216556708297595,-0.08429013800652974,-0.12064369894814268,-0.17491882479049511,-0.12064369894814254,0.004822323490465072,-0.0819908315179413,-0.08429013800652968,-0.033320472969052224,0.2567980078629054,-0.08199083151794133,-0.17364757302024617,0.08362868851919845,-0.08199083151794133,0.13213746791557104,1.0,-0.2610656814937631,-0.1981111969105496,0.3286682912417892,-0.04276337746259969,0.2889041510009805,0.15484455818769835,0.1272957324741146,-0.15394022321185938,0.12119961791203955,0.04931998844160072,-0.08429013800652968,-0.24403809479067345,-0.0842901380065297,,-0.0842901380065297,0.2556195736964152,0.24037455699675223,0.26030739190103647,0.0605259708528256,0.2701322489549559,0.2701322489549559,0.2701322489549559,0.2701322489549559,0.2701322489549559,0.06866137423348312,-0.08199083151794131,-0.12229902902664831,-0.08429013800652971,-0.08429013800652971,-0.08429013800652971,-0.08429013800652971,-0.12064369894814266,0.035502830148193935,-0.08429013800652974,-0.08429013800652974,-0.1206436989481425,-0.08429013800652974,-0.08199083151794133,-0.08429013800652974,-0.0865338899194733,-0.0865338899194733,-0.0865338899194733,0.19112357386467307,-0.0819908315179413,0.26216556708297595,0.27013224895495674,-0.08429013800652975,-0.08429013800652975,-0.12229902902664842,0.12729573247411485,-0.12064369894814278,-0.08429013800652975,0.2539739513627473,0.24892146021283176,0.2621655670829759,0.23421131707564588,0.2701322489549559,-0.08429013800652978,-0.07963113585254959,-0.08429013800652978,-0.08429013800652967,-0.08429013800652967,0.2621655670829764,0.12259768355416892,0.18441923824943698,0.38069904273318556,0.24291802791133857,0.3947051419772881,0.2621655670829764,-0.12393641135965049,-0.0819908315179412,-0.08199083151794123,-0.08653388991947324,-0.08653388991947324,-0.12064369894814225,-0.08429013800652968,-0.08653388991947329,0.24291802791133862,0.2621655670829765,-0.08653388991947324,-0.08653388991947324,-0.08653388991947326,-0.08653388991947326,-0.0842901380065297,-0.0842901380065297,-0.0842901380065297,-0.08653388991947326,-0.08429013800652974,0.27013224895495674,-0.12064369894814278,-0.08199083151794134,-0.08199083151794134,-0.08199083151794134,-0.08429013800652979,-0.08429013800652979,-0.08429013800652979,-0.08429013800652979,-0.08429013800652979,-0.08429013800652979,-0.08429013800652979
yellowish_skin,0.3009362014410744,-0.2079982110058065,-0.07146322828245949,-0.10369397994675447,-0.07146322828245946,-0.20988481298517145,0.2981440842749733,-0.1036939799467546,-0.10369397994675454,-0.07146322828245943,-0.07146322828245934,0.31456962817920353,-0.10221785936692802,-0.0714632282824594,0.1947953599914563,-0.07346730436563888,-0.07346730436563886,-0.07346730436563888,-0.10515307674229978,0.04233807135152712,-0.10515307674229979,0.04233807135152699,-0.07146322828245934,-0.0734673043656391,-0.17164421831702048,-0.04263121724205275,-0.07146322828245928,-0.1513512660098527,-0.19070543816233448,-0.07146322828245928,-0.10369397994675461,-0.2610656814937631,1.0,0.7098278929851158,0.40533645158453835,0.5440354153315294,-0.07542295906744718,-0.10515307674229966,-0.10515307674229976,0.7331799483890348,0.005670217738356792,0.09792745895660838,0.30200963899892386,0.7154053879865516,0.3020096389989236,,0.3020096389989234,-0.1316042982808951,-0.02411742694088586,-0.13037932299259375,-0.13282115122851187,-0.07542295906744728,-0.07542295906744728,-0.07542295906744728,-0.07542295906744728,-0.07542295906744728,-0.19363159718217568,-0.07146322828245918,-0.10659586283303993,-0.07346730436563889,-0.07346730436563889,-0.07346730436563889,-0.07346730436563889,-0.10515307674229984,-0.1291459814155611,-0.07346730436563888,-0.07346730436563888,-0.10515307674229976,-0.07346730436563888,-0.07146322828245877,-0.07346730436563888,-0.0754229590674474,-0.0754229590674474,-0.0754229590674474,-0.15356226826261166,-0.07146322828245934,-0.07346730436563886,-0.07542295906744746,-0.07346730436563884,-0.07346730436563884,-0.10659586283304008,-0.10515307674229986,-0.10515307674229983,-0.07346730436563882,-0.07146322828245857,-0.13037932299259375,-0.07346730436563882,-0.07146322828245916,-0.07542295906744728,-0.07346730436563881,-0.06940651697838994,-0.07346730436563881,-0.07346730436563911,-0.07346730436563911,-0.073467304365639,-0.10659586283304003,-0.15575356804829749,0.046331757583983536,-0.07346730436563906,-0.10659586283303962,-0.073467304365639,-0.10802300566453157,-0.07146322828245949,-0.07146322828245946,-0.07542295906744693,-0.07542295906744693,0.16355527033462847,-0.07346730436563909,-0.07542295906744731,-0.07346730436563907,-0.07346730436563906,0.31111970615325385,0.31111970615325385,0.3111197061532538,0.3111197061532538,0.3020096389989234,0.3020096389989234,0.3020096389989234,-0.07542295906744724,-0.07346730436563888,-0.07542295906744746,-0.10515307674229983,-0.07146322828245855,-0.07146322828245855,-0.07146322828245855,-0.07346730436563881,-0.07346730436563881,-0.07346730436563881,-0.07346730436563881,-0.0734673043656388,-0.0734673043656388,-0.0734673043656388
dark_urine,0.2532395101791627,-0.15784064110546137,-0.05423028262129107,-0.07868877426602075,-0.054230282621291086,-0.15927229988991706,0.44927322803994385,-0.07868877426602075,-0.07868877426602075,-0.0542302826212911,-0.05423028262129117,0.2738837030219354,-0.07756861165720078,-0.054230282621291134,0.2707128416099126,-0.05575108730641595,-0.05575108730641598,-0.05575108730641595,-0.07979601827803108,0.12082234930565698,-0.07979601827803079,0.12082234930565665,-0.05423028262129117,-0.05575108730641575,-0.13025320424726994,0.08261693950769602,-0.0542302826212912,-0.11485378044166149,-0.14471792077577286,-0.0542302826212912,-0.07868877426602075,-0.1981111969105496,0.7098278929851158,1.0,0.2873093053790262,0.4567103289642357,-0.05723514714723106,-0.07979601827803051,-0.0797960182780309,0.6651766732831498,0.08503652640107633,0.17937576415974452,0.4001414604180983,0.6069168561469998,0.4001414604180979,,-0.05575108730641589,-0.09986868017971458,0.0593225845391955,-0.09893910062272225,-0.10079209605167937,-0.05723514714723104,-0.05723514714723104,-0.05723514714723104,-0.05723514714723104,-0.05723514714723104,-0.1469384534113002,-0.054230282621291266,-0.0808908848176927,-0.055751087306415925,-0.055751087306415925,-0.055751087306415925,-0.055751087306415925,-0.07979601827803098,-0.0980031722592819,-0.05575108730641595,-0.05575108730641595,-0.07979601827803072,-0.05575108730641595,-0.05423028262129151,-0.05575108730641595,-0.057235147147230984,-0.057235147147230984,-0.057235147147230984,-0.11653161224307668,-0.05423028262129117,-0.05575108730641598,-0.05723514714723096,-0.055751087306415995,-0.055751087306415995,-0.08089088481769276,-0.07979601827803098,-0.07979601827803118,-0.055751087306416015,-0.0542302826212916,-0.09893910062272226,-0.055751087306416015,-0.05423028262129129,-0.05723514714723104,-0.055751087306416064,-0.05266953539547797,-0.055751087306416064,-0.05575108730641573,-0.05575108730641573,-0.05575108730641584,-0.08089088481769273,-0.11819449271378002,0.12717128962876234,-0.05575108730641581,-0.08089088481769256,-0.05575108730641585,-0.08197388037993425,-0.05423028262129107,-0.054230282621291086,-0.057235147147231165,-0.057235147147231165,-0.0797960182780305,-0.055751087306415766,-0.05723514714723103,-0.05575108730641577,-0.05575108730641578,0.4120930594600785,0.4120930594600785,0.4120930594600788,0.4120930594600788,-0.05575108730641589,-0.05575108730641589,-0.05575108730641589,-0.057235147147231054,-0.05575108730641595,-0.05723514714723096,-0.07979601827803118,-0.05423028262129161,-0.05423028262129161,-0.054230282621291606,-0.05575108730641608,-0.05575108730641608,-0.05575108730641608,-0.05575108730641608,-0.05575108730641608,-0.05575108730641608,-0.05575108730641608
